"Embassy","Year","Month","Full MRN of last cable of that month","Day of last cable","MRN number","Days into the year","Per day that year","Actual number of cables that month","Trafficking cables this year"
"Lilongwe",2009,8,"09LILONGWE484",28,484,240,2.016666667,6,
"Lilongwe",2009,9,"09LILONGWE540",30,540,273,1.978021978,11,
"Lilongwe",2009,10,"09LILONGWE576",29,576,302,1.907284768,7,
"Lilongwe",2009,11,"09LILONGWE642",25,642,329,1.951367781,12,
"Lilongwe",2009,12,"09LILONGWE707",24,707,358,1.974860335,14,
"Lilongwe",2010,1,"10LILONGWE80",29,80,29,2.75862069,12,2
"Lilongwe",2010,2,"10LILONGWE176",24,176,55,3.2,16,
"Lima",1985,5,"85LIMA5526",17,5526,137,40.33576642,1,0
"Lima",1988,3,"88LIMA4116",29,4116,88,46.77272727,1,0
"Lima",1988,7,"88LIMA9331",15,9331,196,47.60714286,1,
"Lima",1991,5,"91LIMA7182",30,7182,150,47.88,1,0
"Lima",1992,1,"92LIMA47",2,47,2,23.5,1,0
"Lima",1992,3,"92LIMA4541",26,4541,85,53.42352941,1,
"Lima",1992,9,"92LIMA12419",17,12419,260,47.76538462,1,
"Lima",1993,1,"93LIMA56",4,56,4,14,1,0
"Lima",1994,12,"94LIMA11661",19,11661,353,33.03399433,1,0
"Lima",1997,6,"97LIMA4928",6,4928,157,31.38853503,1,0
"Lima",2000,4,"00LIMA2475",25,2475,115,21.52173913,1,0
"Lima",2001,6,"01LIMA3418",19,3418,170,20.10588235,1,0
"Lima",2001,9,"01LIMA5083",14,5083,257,19.77821012,1,
"Lima",2004,1,"04LIMA126",9,126,9,14,1,0
"Lima",2004,11,"04LIMA5261",9,5261,313,16.80830671,1,
"Lima",2005,1,"05LIMA478",28,478,28,17.07142857,3,24
"Lima",2005,2,"05LIMA870",22,870,53,16.41509434,2,
"Lima",2005,3,"05LIMA1418",23,1418,82,17.29268293,32,
"Lima",2005,4,"05LIMA1852",21,1852,111,16.68468468,6,
"Lima",2005,5,"05LIMA2397",27,2397,147,16.30612245,38,
"Lima",2005,6,"05LIMA2840",27,2840,178,15.95505618,29,
"Lima",2005,7,"05LIMA3261",27,3261,208,15.67788462,9,
"Lima",2005,8,"05LIMA3687",25,3687,237,15.55696203,40,
"Lima",2005,9,"05LIMA4273",30,4273,273,15.65201465,58,
"Lima",2005,10,"05LIMA4662",31,4662,304,15.33552632,40,
"Lima",2005,11,"05LIMA5099",30,5099,334,15.26646707,65,
"Lima",2005,12,"05LIMA5487",30,5487,364,15.07417582,46,
"Lima",2006,1,"06LIMA349",27,349,27,12.92592593,24,7
"Lima",2006,2,"06LIMA759",27,759,58,13.0862069,28,
"Lima",2006,3,"06LIMA1258",31,1258,90,13.97777778,48,
"Lima",2006,4,"06LIMA1646",28,1646,118,13.94915254,48,
"Lima",2006,5,"06LIMA2156",31,2156,151,14.2781457,58,
"Lima",2006,6,"06LIMA2586",30,2586,181,14.28729282,45,
"Lima",2006,7,"06LIMA2927",31,2927,212,13.80660377,28,
"Lima",2006,8,"06LIMA3446",31,3446,243,14.18106996,43,
"Lima",2006,9,"06LIMA3896",29,3896,272,14.32352941,33,
"Lima",2006,10,"06LIMA4249",31,4249,304,13.97697368,23,
"Lima",2006,11,"06LIMA4528",29,4528,333,13.5975976,26,
"Lima",2006,12,"06LIMA4795",28,4795,362,13.24585635,22,
"Lima",2007,1,"07LIMA290",31,290,31,9.35483871,29,12
"Lima",2007,2,"07LIMA561",27,561,58,9.672413793,25,
"Lima",2007,3,"07LIMA1063",28,1063,87,12.2183908,36,
"Lima",2007,4,"07LIMA1591",30,1591,120,13.25833333,26,
"Lima",2007,5,"07LIMA1918",31,1918,151,12.70198675,32,
"Lima",2007,6,"07LIMA2250",28,2250,179,12.5698324,23,
"Lima",2007,7,"07LIMA2577",30,2577,211,12.21327014,28,
"Lima",2007,8,"07LIMA2860",22,2860,234,12.22222222,19,
"Lima",2007,9,"07LIMA3273",28,3273,271,12.07749077,22,
"Lima",2007,10,"07LIMA3547",31,3547,304,11.66776316,20,
"Lima",2007,11,"07LIMA3707",27,3707,331,11.19939577,12,
"Lima",2007,12,"07LIMA3887",26,3887,360,10.79722222,9,
"Lima",2008,1,"08LIMA194",31,194,31,6.258064516,10,12
"Lima",2008,2,"08LIMA304",21,304,52,5.846153846,8,
"Lima",2008,3,"08LIMA516",25,516,84,6.142857143,14,
"Lima",2008,4,"08LIMA745",30,745,120,6.208333333,11,
"Lima",2008,5,"08LIMA948",30,948,150,6.32,13,
"Lima",2008,6,"08LIMA1114",30,1114,181,6.154696133,9,
"Lima",2008,7,"08LIMA1213",16,1213,197,6.157360406,12,
"Lima",2008,8,"08LIMA1439",29,1439,241,5.970954357,9,
"Lima",2008,9,"08LIMA1555",22,1555,265,5.867924528,8,
"Lima",2008,10,"08LIMA1733",31,1733,304,5.700657895,18,
"Lima",2008,11,"08LIMA1825",21,1825,325,5.615384615,8,
"Lima",2008,12,"08LIMA1981",31,1981,365,5.42739726,12,
"Lima",2009,1,"09LIMA123",28,123,28,4.392857143,8,6
"Lima",2009,2,"09LIMA267",27,267,58,4.603448276,11,
"Lima",2009,3,"09LIMA480",31,480,90,5.333333333,16,
"Lima",2009,4,"09LIMA628",30,628,120,5.233333333,6,
"Lima",2009,5,"09LIMA717",19,717,139,5.158273381,7,
"Lima",2009,6,"09LIMA935",30,935,181,5.165745856,25,
"Lima",2009,7,"09LIMA1061",23,1061,204,5.200980392,12,
"Lima",2009,8,"09LIMA1269",31,1269,243,5.222222222,14,
"Lima",2009,9,"09LIMA1453",30,1453,273,5.322344322,10,
"Lima",2009,10,"09LIMA1620",30,1620,303,5.346534653,11,
"Lima",2009,11,"09LIMA1671",25,1671,329,5.079027356,17,
"Lima",2009,12,"09LIMA1729",29,1729,363,4.763085399,9,
"Lima",2010,1,"10LIMA107",29,107,29,3.689655172,12,1
"Lima",2010,2,"10LIMA227",26,227,57,3.98245614,8,
"Lisbon",2006,5,"06LISBON964",26,964,146,6.602739726,3,0
"Lisbon",2006,6,"06LISBON1289",29,1289,180,7.161111111,15,
"Lisbon",2006,7,"06LISBON1572",28,1572,209,7.5215311,18,
"Lisbon",2006,8,"06LISBON1861",31,1861,243,7.658436214,21,
"Lisbon",2006,9,"06LISBON2162",28,2162,271,7.977859779,15,
"Lisbon",2006,10,"06LISBON2419",26,2419,299,8.090301003,16,
"Lisbon",2006,11,"06LISBON2719",30,2719,334,8.140718563,10,
"Lisbon",2006,12,"06LISBON2891",21,2891,355,8.143661972,7,
"Lisbon",2007,1,"07LISBON279",30,279,30,9.3,16,5
"Lisbon",2007,2,"07LISBON508",28,508,59,8.610169492,18,
"Lisbon",2007,3,"07LISBON839",30,839,89,9.426966292,23,
"Lisbon",2007,4,"07LISBON1098",23,1098,113,9.716814159,11,
"Lisbon",2007,5,"07LISBON1508",30,1508,150,10.05333333,25,
"Lisbon",2007,6,"07LISBON1679",22,1679,173,9.705202312,6,
"Lisbon",2007,7,"07LISBON1960",30,1960,211,9.289099526,14,
"Lisbon",2007,8,"07LISBON2229",31,2229,243,9.172839506,10,
"Lisbon",2007,9,"07LISBON2527",28,2527,271,9.324723247,24,
"Lisbon",2007,10,"07LISBON2771",31,2771,304,9.115131579,24,
"Lisbon",2007,11,"07LISBON3051",30,3051,334,9.134730539,15,
"Lisbon",2007,12,"07LISBON3260",28,3260,362,9.005524862,17,
"Lisbon",2008,1,"08LISBON251",29,251,29,8.655172414,13,5
"Lisbon",2008,2,"08LISBON513",27,513,58,8.844827586,20,
"Lisbon",2008,3,"08LISBON793",31,793,90,8.811111111,11,
"Lisbon",2008,4,"08LISBON1050",30,1050,120,8.75,9,
"Lisbon",2008,5,"08LISBON1257",28,1257,148,8.493243243,13,
"Lisbon",2008,6,"08LISBON1402",16,1402,167,8.395209581,9,
"Lisbon",2008,7,"08LISBON1874",31,1874,212,8.839622642,12,
"Lisbon",2008,8,"08LISBON2301",29,2301,241,9.547717842,9,
"Lisbon",2008,9,"08LISBON2604",23,2604,266,9.789473684,17,
"Lisbon",2008,10,"08LISBON2685",31,2685,304,8.832236842,29,
"Lisbon",2008,11,"08LISBON2740",28,2740,332,8.253012048,23,
"Lisbon",2008,12,"08LISBON2791",19,2791,353,7.906515581,19,
"Lisbon",2009,1,"09LISBON66",30,66,30,2.2,22,5
"Lisbon",2009,2,"09LISBON118",25,118,56,2.107142857,22,
"Lisbon",2009,3,"09LISBON183",31,183,90,2.033333333,17,
"Lisbon",2009,4,"09LISBON238",30,238,120,1.983333333,17,
"Lisbon",2009,5,"09LISBON283",27,283,147,1.925170068,13,
"Lisbon",2009,6,"09LISBON336",26,336,177,1.898305085,12,
"Lisbon",2009,7,"09LISBON412",29,412,210,1.961904762,19,
"Lisbon",2009,8,"09LISBON471",28,471,240,1.9625,8,
"Lisbon",2009,9,"09LISBON519",29,519,272,1.908088235,21,
"Lisbon",2009,10,"09LISBON564",30,564,303,1.861386139,22,
"Lisbon",2009,11,"09LISBON599",25,599,329,1.820668693,16,
"Lisbon",2009,12,"09LISBON638",30,638,364,1.752747253,13,
"Lisbon",2010,1,"10LISBON47",29,47,29,1.620689655,16,2
"Lisbon",2010,2,"10LISBON75",25,75,56,1.339285714,13,
"Ljubljana",2004,1,"04LJUBLJANA61",26,61,26,2.346153846,3,6
"Ljubljana",2004,2,"04LJUBLJANA92",6,92,37,2.486486486,1,
"Ljubljana",2004,3,"04LJUBLJANA265",31,265,90,2.944444444,1,
"Ljubljana",2004,4,"04LJUBLJANA381",28,381,118,3.228813559,7,
"Ljubljana",2004,5,"04LJUBLJANA501",28,501,148,3.385135135,6,
"Ljubljana",2004,6,"04LJUBLJANA599",28,599,179,3.346368715,5,
"Ljubljana",2004,7,"04LJUBLJANA726",30,726,211,3.440758294,5,
"Ljubljana",2004,8,"04LJUBLJANA773",18,773,230,3.360869565,1,
"Ljubljana",2004,9,"04LJUBLJANA884",23,884,266,3.323308271,5,
"Ljubljana",2004,10,"04LJUBLJANA981",26,981,299,3.280936455,2,
"Ljubljana",2004,11,"04LJUBLJANA1081",30,1081,334,3.236526946,7,
"Ljubljana",2004,12,"04LJUBLJANA1139",28,1139,362,3.14640884,17,
"Ljubljana",2005,1,"05LJUBLJANA62",28,62,28,2.214285714,7,10
"Ljubljana",2005,2,"05LJUBLJANA127",24,127,55,2.309090909,11,
"Ljubljana",2005,3,"05LJUBLJANA207",31,207,90,2.3,18,
"Ljubljana",2005,4,"05LJUBLJANA285",29,285,119,2.394957983,14,
"Ljubljana",2005,5,"05LJUBLJANA345",25,345,145,2.379310345,9,
"Ljubljana",2005,6,"05LJUBLJANA438",28,438,179,2.446927374,13,
"Ljubljana",2005,7,"05LJUBLJANA523",26,523,207,2.526570048,11,
"Ljubljana",2005,8,"05LJUBLJANA629",31,629,243,2.588477366,16,
"Ljubljana",2005,9,"05LJUBLJANA696",30,696,273,2.549450549,13,
"Ljubljana",2005,10,"05LJUBLJANA764",28,764,301,2.53820598,8,
"Ljubljana",2005,11,"05LJUBLJANA829",30,829,334,2.482035928,10,
"Ljubljana",2005,12,"05LJUBLJANA894",30,894,364,2.456043956,15,
"Ljubljana",2006,1,"06LJUBLJANA66",31,66,31,2.129032258,15,11
"Ljubljana",2006,2,"06LJUBLJANA129",24,129,55,2.345454545,6,
"Ljubljana",2006,3,"06LJUBLJANA173",21,173,80,2.1625,5,
"Ljubljana",2006,4,"06LJUBLJANA258",26,258,116,2.224137931,8,
"Ljubljana",2006,5,"06LJUBLJANA329",25,329,145,2.268965517,4,
"Ljubljana",2006,6,"06LJUBLJANA402",27,402,178,2.258426966,13,
"Ljubljana",2006,7,"06LJUBLJANA483",26,483,207,2.333333333,3,
"Ljubljana",2006,8,"06LJUBLJANA563",31,563,243,2.316872428,8,
"Ljubljana",2006,9,"06LJUBLJANA613",22,613,265,2.313207547,9,
"Ljubljana",2006,10,"06LJUBLJANA694",30,694,303,2.290429043,4,
"Ljubljana",2006,11,"06LJUBLJANA763",30,763,334,2.284431138,16,
"Ljubljana",2006,12,"06LJUBLJANA824",21,824,355,2.321126761,13,
"Ljubljana",2007,1,"07LJUBLJANA60",31,60,31,1.935483871,16,5
"Ljubljana",2007,2,"07LJUBLJANA113",23,113,54,2.092592593,16,
"Ljubljana",2007,3,"07LJUBLJANA188",28,188,87,2.16091954,21,
"Ljubljana",2007,4,"07LJUBLJANA264",24,264,114,2.315789474,10,
"Ljubljana",2007,5,"07LJUBLJANA347",29,347,149,2.32885906,11,
"Ljubljana",2007,6,"07LJUBLJANA427",29,427,180,2.372222222,6,
"Ljubljana",2007,7,"07LJUBLJANA469",20,469,201,2.333333333,6,
"Ljubljana",2007,8,"07LJUBLJANA564",30,564,242,2.330578512,11,
"Ljubljana",2007,9,"07LJUBLJANA607",21,607,264,2.299242424,10,
"Ljubljana",2007,10,"07LJUBLJANA688",30,688,303,2.270627063,23,
"Ljubljana",2007,11,"07LJUBLJANA736",30,736,334,2.203592814,19,
"Ljubljana",2007,12,"07LJUBLJANA764",17,764,351,2.176638177,11,
"Ljubljana",2008,1,"08LJUBLJANA33",25,33,25,1.32,9,4
"Ljubljana",2008,2,"08LJUBLJANA94",28,94,59,1.593220339,25,
"Ljubljana",2008,3,"08LJUBLJANA146",28,146,87,1.67816092,21,
"Ljubljana",2008,4,"08LJUBLJANA197",30,197,120,1.641666667,11,
"Ljubljana",2008,5,"08LJUBLJANA238",30,238,150,1.586666667,22,
"Ljubljana",2008,6,"08LJUBLJANA293",30,293,181,1.61878453,8,
"Ljubljana",2008,7,"08LJUBLJANA330",25,330,206,1.601941748,11,
"Ljubljana",2008,8,"08LJUBLJANA390",29,390,241,1.618257261,16,
"Ljubljana",2008,9,"08LJUBLJANA439",26,439,269,1.63197026,20,
"Ljubljana",2008,10,"08LJUBLJANA489",30,489,303,1.613861386,17,
"Ljubljana",2008,11,"08LJUBLJANA534",28,534,332,1.608433735,19,
"Ljubljana",2008,12,"08LJUBLJANA566",30,566,364,1.554945055,16,
"Ljubljana",2009,1,"09LJUBLJANA28",30,28,30,0.933333333,15,2
"Ljubljana",2009,2,"09LJUBLJANA52",27,52,58,0.896551724,14,
"Ljubljana",2009,3,"09LJUBLJANA88",30,88,89,0.988764045,21,
"Ljubljana",2009,4,"09LJUBLJANA128",30,128,120,1.066666667,19,
"Ljubljana",2009,5,"09LJUBLJANA151",19,151,139,1.086330935,8,
"Ljubljana",2009,6,"09LJUBLJANA178",29,178,180,0.988888889,13,
"Ljubljana",2009,7,"09LJUBLJANA231",31,231,212,1.089622642,18,
"Ljubljana",2009,8,"09LJUBLJANA261",24,261,236,1.105932203,10,
"Ljubljana",2009,9,"09LJUBLJANA303",29,303,272,1.113970588,13,
"Ljubljana",2009,10,"09LJUBLJANA341",30,341,303,1.125412541,10,
"Ljubljana",2009,11,"09LJUBLJANA367",25,367,329,1.11550152,9,
"Ljubljana",2009,12,"09LJUBLJANA388",30,388,364,1.065934066,6,
"Ljubljana",2010,1,"10LJUBLJANA22",27,22,27,0.814814815,7,0
"Ljubljana",2010,2,"10LJUBLJANA42",25,42,56,0.75,9,
"Lome",2006,3,"06LOME353",28,353,87,4.057471264,1,0
"Lome",2006,4,"06LOME452",24,452,114,3.964912281,2,
"Lome",2006,5,"06LOME529",22,529,142,3.725352113,2,
"Lome",2006,6,"06LOME558",1,558,152,3.671052632,1,
"Lome",2006,7,"06LOME737",26,737,207,3.560386473,1,
"Lome",2006,8,"06LOME813",24,813,236,3.444915254,3,
"Lome",2006,9,"06LOME889",12,889,255,3.48627451,1,
"Lome",2007,1,"07LOME40",12,40,12,3.333333333,1,0
"Lome",2007,2,"07LOME159",22,159,53,3,1,
"Lome",2007,3,"07LOME210",14,210,73,2.876712329,5,
"Lome",2007,4,"07LOME257",2,257,92,2.793478261,1,
"Lome",2007,5,"07LOME356",16,356,136,2.617647059,4,
"Lome",2007,6,"07LOME449",18,449,169,2.656804734,1,
"Lome",2007,7,"07LOME553",26,553,207,2.671497585,3,
"Lome",2007,8,"07LOME584",9,584,221,2.642533937,3,
"Lome",2007,11,"07LOME804",17,804,321,2.504672897,4,
"Lome",2007,12,"07LOME857",12,857,346,2.476878613,1,
"Lome",2008,2,"08LOME77",21,77,52,1.480769231,1,1
"Lome",2008,3,"08LOME138",31,138,90,1.533333333,1,
"Lome",2008,4,"08LOME187",24,187,114,1.640350877,1,
"Lome",2008,5,"08LOME248",23,248,143,1.734265734,1,
"Lome",2008,6,"08LOME286",17,286,168,1.702380952,5,
"Lome",2008,7,"08LOME394",31,394,212,1.858490566,5,
"Lome",2008,8,"08LOME407",6,407,218,1.866972477,6,
"Lome",2008,10,"08LOME597",21,597,294,2.030612245,1,
"Lome",2008,11,"08LOME619",6,619,310,1.996774194,1,
"Lome",2008,12,"08LOME688",16,688,350,1.965714286,4,
"Lome",2009,1,"09LOME25",23,25,23,1.086956522,6,5
"Lome",2009,2,"09LOME64",27,64,58,1.103448276,1,
"Lome",2009,3,"09LOME83",18,83,77,1.077922078,1,
"Lome",2009,4,"09LOME138",28,138,118,1.169491525,7,
"Lome",2009,5,"09LOME164",18,164,138,1.188405797,4,
"Lome",2009,6,"09LOME200",19,200,170,1.176470588,3,
"Lome",2009,7,"09LOME249",27,249,208,1.197115385,4,
"Lome",2009,8,"09LOME302",27,302,239,1.263598326,4,
"Lome",2009,9,"09LOME331",17,331,260,1.273076923,1,
"Lome",2009,10,"09LOME400",28,400,301,1.328903654,3,
"Lome",2009,11,"09LOME448",25,448,329,1.361702128,8,
"Lome",2010,1,"10LOME41",28,41,28,1.464285714,3,0
"Lome",2010,2,"10LOME109",28,109,59,1.847457627,6,
"London",1985,3,"85LONDON6332",19,6332,78,81.17948718,1,0
"London",1985,10,"85LONDON24287",31,24287,304,79.89144737,1,
"London",1986,1,"86LONDON1567",23,1567,23,68.13043478,1,0
"London",1987,9,"87LONDON20480",21,20480,264,77.57575758,1,0
"London",1988,8,"88LONDON16998",9,16998,221,76.91402715,1,0
"London",1988,12,"88LONDON26262",9,26262,343,76.56559767,1,
"London",1990,2,"90LONDON3111",13,3111,44,70.70454545,1,0
"London",1992,1,"92LONDON37",2,37,2,18.5,1,0
"London",1992,12,"92LONDON23667",14,23667,348,68.00862069,1,
"London",1993,12,"93LONDON22928",29,22928,363,63.16253444,1,0
"London",1994,12,"94LONDON20091",28,20091,362,55.5,1,0
"London",1995,6,"95LONDON8776",21,8776,172,51.02325581,1,0
"London",1995,9,"95LONDON13048",20,13048,263,49.6121673,1,
"London",1995,11,"95LONDON15945",28,15945,332,48.02710843,1,
"London",1998,12,"98LONDON12113",11,12113,345,35.11014493,1,0
"London",1999,12,"99LONDON10405",15,10405,349,29.81375358,1,0
"London",2000,12,"00LONDON8980",28,8980,362,24.80662983,1,0
"London",2001,9,"01LONDON5780",28,5780,271,21.32841328,1,0
"London",2001,12,"01LONDON7384",21,7384,355,20.8,1,
"London",2002,11,"02LONDON8320",25,8320,329,25.2887538,1,0
"London",2003,11,"03LONDON9572",26,9572,330,29.00606061,1,0
"London",2004,4,"04LONDON3070",23,3070,113,27.16814159,1,0
"London",2005,1,"05LONDON793",28,793,28,28.32142857,1,0
"London",2005,2,"05LONDON1257",11,1257,42,29.92857143,1,
"London",2005,6,"05LONDON4981",15,4981,166,30.0060241,1,
"London",2006,3,"06LONDON2212",24,2212,83,26.65060241,6,0
"London",2006,5,"06LONDON3853",31,3853,151,25.51655629,6,
"London",2006,6,"06LONDON4563",23,4563,174,26.22413793,8,
"London",2006,7,"06LONDON5547",28,5547,209,26.54066986,12,
"London",2006,8,"06LONDON6325",31,6325,243,26.02880658,18,
"London",2006,9,"06LONDON7036",29,7036,272,25.86764706,13,
"London",2006,10,"06LONDON7695",31,7695,304,25.3125,19,
"London",2006,11,"06LONDON8162",30,8162,334,24.43712575,18,
"London",2006,12,"06LONDON8441",21,8441,355,23.77746479,14,
"London",2007,1,"07LONDON374",29,374,29,12.89655172,12,1
"London",2007,2,"07LONDON780",28,780,59,13.22033898,16,
"London",2007,3,"07LONDON1206",29,1206,88,13.70454545,11,
"London",2007,4,"07LONDON1420",17,1420,107,13.27102804,7,
"London",2007,5,"07LONDON2077",31,2077,151,13.75496689,15,
"London",2007,6,"07LONDON2491",28,2491,179,13.91620112,9,
"London",2007,7,"07LONDON2907",27,2907,208,13.97596154,11,
"London",2007,8,"07LONDON3338",31,3338,243,13.73662551,10,
"London",2007,9,"07LONDON3712",26,3712,269,13.79925651,18,
"London",2007,10,"07LONDON4082",30,4082,303,13.47194719,11,
"London",2007,11,"07LONDON4389",28,4389,332,13.21987952,9,
"London",2007,12,"07LONDON4688",31,4688,365,12.84383562,8,
"London",2008,1,"08LONDON305",31,305,31,9.838709677,19,1
"London",2008,2,"08LONDON634",29,634,60,10.56666667,16,
"London",2008,3,"08LONDON897",28,897,87,10.31034483,29,
"London",2008,4,"08LONDON1204",29,1204,119,10.11764706,33,
"London",2008,5,"08LONDON1506",30,1506,150,10.04,39,
"London",2008,6,"08LONDON1710",26,1710,177,9.661016949,37,
"London",2008,7,"08LONDON1992",31,1992,212,9.396226415,43,
"London",2008,8,"08LONDON2218",29,2218,241,9.203319502,39,
"London",2008,9,"08LONDON2486",30,2486,273,9.106227106,18,
"London",2008,10,"08LONDON2766",31,2766,304,9.098684211,31,
"London",2008,11,"08LONDON2972",28,2972,332,8.951807229,30,
"London",2008,12,"08LONDON3218",29,3218,363,8.865013774,23,
"London",2009,1,"09LONDON284",30,284,30,9.466666667,42,1
"London",2009,2,"09LONDON535",27,535,58,9.224137931,29,
"London",2009,3,"09LONDON785",31,785,90,8.722222222,41,
"London",2009,4,"09LONDON993",27,993,117,8.487179487,26,
"London",2009,5,"09LONDON1256",27,1256,147,8.544217687,21,
"London",2009,6,"09LONDON1516",30,1516,181,8.375690608,29,
"London",2009,7,"09LONDON1767",31,1767,212,8.33490566,25,
"London",2009,8,"09LONDON2005",28,2005,240,8.354166667,23,
"London",2009,10,"09LONDON2449",29,2449,302,8.109271523,27,
"London",2009,11,"09LONDON2650",25,2650,329,8.054711246,47,
"London",2009,12,"09LONDON2909",30,2909,364,7.991758242,41,
"London",2010,1,"10LONDON227",29,227,29,7.827586207,35,2
"London",2010,2,"10LONDON458",26,458,57,8.035087719,33,
"Luanda",1996,6,"96LUANDA1811",21,1811,172,10.52906977,1,0
"Luanda",2006,2,"06LUANDA160",17,160,48,3.333333333,3,1
"Luanda",2006,3,"06LUANDA277",21,277,80,3.4625,4,
"Luanda",2006,4,"06LUANDA455",28,455,118,3.855932203,5,
"Luanda",2006,5,"06LUANDA548",30,548,150,3.653333333,2,
"Luanda",2006,6,"06LUANDA673",30,673,181,3.718232044,3,
"Luanda",2006,7,"06LUANDA765",25,765,206,3.713592233,5,
"Luanda",2006,8,"06LUANDA812",4,812,216,3.759259259,1,
"Luanda",2006,11,"06LUANDA1236",29,1236,333,3.711711712,4,
"Luanda",2006,12,"06LUANDA1316",29,1316,363,3.625344353,10,
"Luanda",2007,1,"07LUANDA70",25,70,25,2.8,11,4
"Luanda",2007,2,"07LUANDA175",23,175,54,3.240740741,11,
"Luanda",2007,3,"07LUANDA311",28,311,87,3.574712644,6,
"Luanda",2007,4,"07LUANDA358",17,358,107,3.345794393,5,
"Luanda",2007,5,"07LUANDA519",24,519,144,3.604166667,12,
"Luanda",2007,6,"07LUANDA652",28,652,179,3.642458101,11,
"Luanda",2007,7,"07LUANDA785",31,785,212,3.702830189,15,
"Luanda",2007,8,"07LUANDA898",30,898,242,3.710743802,9,
"Luanda",2007,9,"07LUANDA988",25,988,268,3.686567164,6,
"Luanda",2007,10,"07LUANDA1116",30,1116,303,3.683168317,7,
"Luanda",2007,11,"07LUANDA1173",23,1173,327,3.587155963,2,
"Luanda",2007,12,"07LUANDA1281",31,1281,365,3.509589041,14,
"Luanda",2008,1,"08LUANDA98",31,98,31,3.161290323,8,6
"Luanda",2008,2,"08LUANDA172",29,172,60,2.866666667,3,
"Luanda",2008,3,"08LUANDA255",31,255,90,2.833333333,16,
"Luanda",2008,4,"08LUANDA336",30,336,120,2.8,10,
"Luanda",2008,5,"08LUANDA411",27,411,147,2.795918367,5,
"Luanda",2008,6,"08LUANDA510",25,510,176,2.897727273,6,
"Luanda",2008,7,"08LUANDA592",31,592,212,2.79245283,15,
"Luanda",2008,8,"08LUANDA687",29,687,241,2.850622407,8,
"Luanda",2008,9,"08LUANDA748",23,748,266,2.812030075,11,
"Luanda",2008,10,"08LUANDA854",29,854,302,2.82781457,5,
"Luanda",2008,11,"08LUANDA923",19,923,323,2.857585139,2,
"Luanda",2008,12,"08LUANDA1023",31,1023,365,2.802739726,2,
"Luanda",2009,1,"09LUANDA51",27,51,27,1.888888889,8,5
"Luanda",2009,2,"09LUANDA107",17,107,48,2.229166667,6,
"Luanda",2009,3,"09LUANDA197",29,197,88,2.238636364,8,
"Luanda",2009,4,"09LUANDA289",30,289,120,2.408333333,11,
"Luanda",2009,5,"09LUANDA316",19,316,139,2.273381295,1,
"Luanda",2009,6,"09LUANDA391",22,391,173,2.260115607,7,
"Luanda",2009,8,"09LUANDA524",26,524,238,2.201680672,3,
"Luanda",2009,9,"09LUANDA585",16,585,259,2.258687259,5,
"Luanda",2009,10,"09LUANDA617",5,617,278,2.21942446,1,
"Luanda",2009,11,"09LUANDA717",24,717,328,2.18597561,4,
"Luanda",2009,12,"09LUANDA785",29,785,363,2.162534435,12,
"Luanda",2010,1,"10LUANDA40",29,40,29,1.379310345,6,0
"Luanda",2010,2,"10LUANDA85",27,85,58,1.465517241,5,
"Lusaka",2001,7,"01LUSAKA2636",11,2636,192,13.72916667,1,0
"Lusaka",2006,8,"06LUSAKA1188",31,1188,243,4.888888889,2,0
"Lusaka",2006,9,"06LUSAKA1340",28,1340,271,4.944649446,6,
"Lusaka",2006,10,"06LUSAKA1419",13,1419,286,4.961538462,5,
"Lusaka",2006,11,"06LUSAKA1627",29,1627,333,4.885885886,5,
"Lusaka",2006,12,"06LUSAKA1721",28,1721,362,4.754143646,3,
"Lusaka",2007,2,"07LUSAKA218",26,218,57,3.824561404,3,0
"Lusaka",2007,3,"07LUSAKA372",29,372,88,4.227272727,5,
"Lusaka",2007,4,"07LUSAKA510",27,510,117,4.358974359,4,
"Lusaka",2007,5,"07LUSAKA563",10,563,130,4.330769231,1,
"Lusaka",2007,8,"07LUSAKA983",29,983,241,4.078838174,6,
"Lusaka",2007,9,"07LUSAKA1054",17,1054,260,4.053846154,4,
"Lusaka",2007,10,"07LUSAKA1133",5,1133,278,4.075539568,3,
"Lusaka",2007,11,"07LUSAKA1303",30,1303,334,3.901197605,4,
"Lusaka",2007,12,"07LUSAKA1327",10,1327,344,3.85755814,3,
"Lusaka",2008,1,"08LUSAKA66",17,66,17,3.882352941,4,0
"Lusaka",2008,2,"08LUSAKA139",4,139,35,3.971428571,1,
"Lusaka",2008,3,"08LUSAKA319",19,319,78,4.08974359,5,
"Lusaka",2008,4,"08LUSAKA479",30,479,120,3.991666667,19,
"Lusaka",2008,5,"08LUSAKA564",28,564,148,3.810810811,15,
"Lusaka",2008,6,"08LUSAKA666",20,666,171,3.894736842,2,
"Lusaka",2008,7,"08LUSAKA770",30,770,211,3.6492891,2,
"Lusaka",2008,8,"08LUSAKA865",27,865,239,3.619246862,6,
"Lusaka",2008,9,"08LUSAKA950",26,950,269,3.531598513,5,
"Lusaka",2008,10,"08LUSAKA1057",31,1057,304,3.476973684,17,
"Lusaka",2008,11,"08LUSAKA1135",26,1135,330,3.439393939,7,
"Lusaka",2008,12,"08LUSAKA1197",30,1197,364,3.288461538,10,
"Lusaka",2009,1,"09LUSAKA66",30,66,30,2.2,11,5
"Lusaka",2009,2,"09LUSAKA130",27,130,58,2.24137931,9,
